system:index,mean_bui,mean_lst,mean_ndvi,mean_ndwi,year,.geo
19,3732.3494184686892,3732.3494184686906,0.06825212163003377,0.031245912902661804,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,3772.1659896994247,3772.1659896994256,0.0989693883049491,0.007023879016619133,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,3905.0959052474286,3905.0959052474286,0.10020961024571898,-0.014097242146006009,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,3844.8478975996454,3844.847897599646,0.09042013351505115,0.0019254999181103107,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,3969.6005539237,3969.6005539237003,0.10143756888149805,-0.008197034075584187,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,4117.49796486775,4117.49796486775,0.10709132667943666,-0.01968069440512612,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,3905.444113539899,3905.4441135398974,0.0733615476157789,0.016900832411896348,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,4021.403441255634,4021.4034412556334,0.104371219248696,-0.0013561347133424666,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,3665.951787991127,3665.951787991127,0.04893778051269716,0.05248554722417527,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,3404.2003828197444,3404.200382819745,0.08727393308639163,-0.026613830782273102,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,3870.340386891988,3870.340386891988,0.1216067650226782,-0.06984342348699812,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,3737.679774031196,3737.679774031195,0.11261157280386244,-0.056494054880429447,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,3559.6490278634724,3559.649027863471,0.09487162568696672,-0.03953285700643084,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,3649.7594360431704,3649.7594360431704,0.10144266862359311,-0.05048535841536016,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,3766.462284886553,3766.462284886553,0.12284135103098141,-0.0670651133200481,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,3882.5493423460703,3882.54934234607,0.11768070575751591,-0.067475763488029,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,3399.990148181814,3399.9901481818138,0.09798403753367663,-0.03173737617229353,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,3660.498807734669,3660.4988077346684,0.12481060394904807,-0.06761758609341792,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,3990.92322387879,3990.9232238787886,0.11562590062549433,-0.058100630672240576,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,4051.0644787542437,4051.0644787542446,0.14814754830987914,-0.08220405871340594,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,3893.7212144561195,3893.721214456119,0.13526924363783843,-0.1212673333417198,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,3557.200140215567,3557.200140215567,0.15852055340059823,-0.14434630768728124,2025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
